t	kat
5.949999999999987	1.234896589991236
5.999999999999987	1.344059295042261
6.0499999999999865	1.4470761199000108
6.099999999999986	1.5424352305127345
6.149999999999986	1.628808424712556
6.199999999999986	1.7050621049080295
6.249999999999986	1.7702573344580517
6.299999999999986	1.823641654008623
6.349999999999985	1.8646358415931346
6.399999999999985	1.8928187994308978
6.449999999999985	1.9079133801467092
6.499999999999985	1.9097753758338938
6.549999999999985	1.8983872044456618
6.5999999999999845	1.8738571111024316
6.649999999999984	1.8364239847975476
6.699999999999984	1.7864671745936693
6.749999999999984	1.7245199711944823
6.799999999999984	1.6512847178576036
6.849999999999984	1.5676468872247828
6.8999999999999835	1.4746850145099242
6.949999999999983	1.3736732573668116
6.999999999999983	1.2660737064672798
7.049999999999983	1.1535164916319436
7.099999999999983	1.0377671901591994
7.149999999999983	0.9206828579901221
7.199999999999982	0.8041598291409953
7.249999999999982	0.6900778494372328
7.299999999999982	0.5802457678634475
7.349999999999982	0.47635372776634505
7.399999999999982	0.3799356562016027
7.4499999999999815	0.2923441399899416
7.499999999999981	0.21473791069859444
7.549999999999981	0.1480805225206001
7.599999999999981	0.09314765316719852
7.649999999999981	0.050539878200957296
7.699999999999981	0.020697711881601143
7.7499999999999805	0.003916039175533868
7.79999999999998	3.556324052208359E-4
7.84999999999998	0.010050127230935853
7.89999999999998	0.032907548317395285
7.94999999999998	0.06870619251569099
7.99999999999998	0.11708539355998607
8.04999999999998	0.17753241060858516
8.09999999999998	0.24936738922967513
8.14999999999998	0.33172898531728356
8.199999999999982	0.42356371929298253
8.249999999999982	0.5236222985006521
8.299999999999983	0.6304658596874103
8.349999999999984	0.7424842369184517
8.399999999999984	0.8579269608119967
8.449999999999985	0.9749459097480827
8.499999999999986	1.0916466875269124
8.549999999999986	1.2061443069627067
8.599999999999987	1.3166179891974077
8.649999999999988	1.4213600482379007
8.699999999999989	1.5188148764108333
8.74999999999999	1.6076057055429898
8.79999999999999	1.6865486882172218
8.84999999999999	1.7546555285945602
8.899999999999991	1.8111271166750325
8.949999999999992	1.855341272663067
8.999999999999993	1.886837825957855
9.049999999999994	1.9053039628929787
9.099999999999994	1.9105622310739032
9.149999999999995	1.9025629159419353
9.199999999999996	1.8813817912829989
9.249999999999996	1.8472235275685533
9.299999999999997	1.800430325977555
9.349999999999998	1.7414946277004055
9.399999999999999	1.6710740383464484
9.45	1.5900059525555357
9.5	1.4993188586703095
9.55	1.4002370848821464
9.600000000000001	1.2941759683816685
9.650000000000002	1.1827252012700116
9.700000000000003	1.067619441366168
9.750000000000004	0.9506970270934171
9.800000000000004	0.833849496251292
9.850000000000005	0.7189661715308026
9.900000000000006	0.6078789542928117
9.950000000000006	0.5023124304973041
