t	kat
0.0	0.0017677669529663688
0.05	0.007066637355158226
0.1	0.015883265008649144
0.15000000000000002	0.028195225290874558
0.2	0.0439707500236323
0.25	0.06316836893004169
0.3	0.08573647035955766
0.35	0.11161279759798914
0.39999999999999997	0.1407239006541855
0.44999999999999996	0.17298456683801725
0.49999999999999994	0.20829725658781564
0.5499999999999999	0.24655157370443673
0.6	0.2876238012060389
0.65	0.331376535212631
0.7000000000000001	0.3776584493758203
0.7500000000000001	0.4263042211743595
0.8000000000000002	0.47713464872648914
0.8500000000000002	0.5299569825184574
0.9000000000000002	0.5845654906006468
0.9500000000000003	0.6407422684593946
1.0000000000000002	0.6982582961640476
1.0500000000000003	0.7568747358764516
1.1000000000000003	0.8163444528737158
1.1500000000000004	0.8764137334442205
1.2000000000000004	0.9368241639876648
1.2500000000000004	0.9973146279915392
1.3000000000000005	1.0576233718123487
1.3500000000000005	1.1174900867826656
1.4000000000000006	1.1766579543508455
1.4500000000000006	1.2348756028008128
1.5000000000000007	1.291898928455303
1.5500000000000007	1.3474927408121178
1.6000000000000008	1.401432199323655
1.6500000000000008	1.4535040189292614
1.7000000000000008	1.503507431369111
1.7500000000000009	1.5512548991434
1.800000000000001	1.5965725881926431
1.850000000000001	1.6393006135274497
1.900000000000001	1.6792930788182994
1.950000000000001	1.716417936188519
2.000000000000001	1.7505566960829857
2.0500000000000007	1.7816040191644267
2.1000000000000005	1.8094672228548838
2.1500000000000004	1.8340657345838485
2.2	1.8553305222475998
2.25	1.8732035300525969
2.3	1.8876371450221308
2.3499999999999996	1.8985937161756714
2.3999999999999995	1.906045144895349
2.4499999999999993	1.9099725613865255
2.499999999999999	1.9103660984948716
2.549999999999999	1.9072247705029053
2.5999999999999988	1.9005564609096746
2.6499999999999986	1.8903780195941828
2.6999999999999984	1.876715466161896
2.7499999999999982	1.8596042926588607
2.799999999999998	1.8390898552024895
2.849999999999998	1.815227840432085
2.8999999999999977	1.7880847890611649
2.9499999999999975	1.7577386552852194
2.9999999999999973	1.7242793774668936
3.049999999999997	1.6878094325282824
3.099999999999997	1.6484443440056242
3.149999999999997	1.6063131119728975
3.1999999999999966	1.561558532242335
3.2499999999999964	1.5143373726255716
3.2999999999999963	1.464820375789635
3.349999999999996	1.4131920615183309
3.399999999999996	1.3596503060658955
3.4499999999999957	1.3044056827379116
3.4999999999999956	1.2476805557042752
3.5499999999999954	1.1897079280587546
3.599999999999995	1.130730054879577
3.649999999999995	1.0709968419966034
3.699999999999995	1.0107640607395396
3.7499999999999947	0.9502914175080467
3.7999999999999945	0.8898405239779901
3.8499999999999943	0.8296728186356934
3.899999999999994	0.7700474927515635
3.949999999999994	0.7112194736829573
3.999999999999994	0.6534375155504917
4.049999999999994	0.5969424420768044
4.099999999999993	0.5419655791009125
4.149999999999993	0.48872740550594806
4.199999999999993	0.4374364416227765
4.249999999999993	0.3882883842163384
4.299999999999993	0.3414654875095943
4.3499999999999925	0.2971361808544739
4.399999999999992	0.2554549060096445
4.449999999999992	0.21656215079095414
4.499999999999992	0.18058465125092615
4.549999999999992	0.14763573152833423
4.599999999999992	0.11781574899889076
4.6499999999999915	0.09121261219224401
4.699999999999991	0.06790233991260662
4.749999999999991	0.04794963188493728
4.799999999999991	0.03140842382275083
4.849999999999991	0.01832240287375912
4.899999999999991	0.00872546277271327
4.94999999999999	0.002642081580825179
4.99999999999999	8.760852004659333E-5
5.04999999999999	0.0010684500564105976
5.09999999999999	0.00558214901881099
5.14999999999999	0.01361735415132631
